Gene,gRNA
MAPK7,NTC-10
MAPK8IP1,NTC-10
MAPK8IP3,NTC-10
MAPK8,NTC-10
MAPK9,NTC-10
MAPKAP1,NTC-10
MAPKAPK2,NTC-10
MAPKAPK3,NTC-10
MAPKAPK5,NTC-10
MAPKBP1,NTC-10
MAPRE1,NTC-10
MAPRE2,NTC-10
MAPRE3,NTC-10
MARC1,NTC-10
MARCH2,NTC-10
MARCH3,NTC-10
MARCH5,NTC-10
MARCH6,NTC-10
MARCH7,NTC-10
MARCH8,NTC-10
MARCH9,NTC-10
MARCKSL1,NTC-10
MARF1,NTC-10
MARK2,NTC-10
MARK3,NTC-10
MARK4,NTC-10
MARS2,NTC-10
MARS,NTC-10
MAST1,NTC-10
MAST2,NTC-10
MAST3,NTC-10
MAST4,NTC-10
MASTL,NTC-10
MAT2A,NTC-10
MAT2B,NTC-10
MATK,NTC-10
MATN1,NTC-10
MATR3.1,NTC-10
MATR3,NTC-10
MAU2,NTC-10
MAVS,NTC-10
MAX,NTC-10
MAZ,NTC-10
MBD1,NTC-10
MBD2,NTC-10
MBD3,NTC-10
MBD4,NTC-10
MBD5,NTC-10
MBD6,NTC-10
MBIP,NTC-10
MBLAC1,NTC-10
MBLAC2,NTC-10
MBNL1,NTC-10
MBNL2,NTC-10
MBOAT1,NTC-10
MBOAT2,NTC-10
MBOAT7,NTC-10
MBTD1,NTC-10
MBTPS1,NTC-10
MBTPS2,NTC-10
MCAT,NTC-10
MCCC1,NTC-10
MCCC2,NTC-10
MCEE,NTC-10
MCF2L2,NTC-10
MCFD2,NTC-10
MCL1,NTC-10
MCM10,NTC-10
MCM2,NTC-10
MCM3AP,NTC-10
MCM3,NTC-10
MCM4,NTC-10
MCM5,NTC-10
MCM6,NTC-10
MCM7,NTC-10
MCM8,NTC-10
MCM9,NTC-10
MCMBP,NTC-10
MCMDC2,NTC-10
MCOLN1,NTC-10
MCPH1,NTC-10
MCRIP1,NTC-10
MCRIP2,NTC-10
MCRS1,NTC-10
MCTS1,NTC-10
MCUB,NTC-10
MCU,NTC-10
MCUR1,NTC-10
MDC1,NTC-10
MDH1,NTC-10
MDH2,NTC-10
MDK,NTC-10
MDM1,NTC-10
MDM2,NTC-10
MDM4,NTC-10
MDN1,NTC-10
MDP1,NTC-10
ME1,NTC-10
ME2,NTC-10
MEA1,NTC-10
MEAF6,NTC-10
MEAK7,NTC-10
MECOM,NTC-10
MECP2,NTC-10
MECR,NTC-10
MED10,NTC-10
MED11,NTC-10
MED12,NTC-10
MED13L,NTC-10
MED13,NTC-10
MED14,NTC-10
MED15,NTC-10
MED15P9,NTC-10
MED16,NTC-10
MED17,NTC-10
MED18,NTC-10
MED19,NTC-10
MED1,NTC-10
MED21,NTC-10
MED22,NTC-10
MED23,NTC-10
MED24,NTC-10
MED25,NTC-10
MED26,NTC-10
MED27,NTC-10
MED28,NTC-10
MED29,NTC-10
MED30,NTC-10
MED31,NTC-10
MED4,NTC-10
MED6,NTC-10
MED7,NTC-10
MED8,NTC-10
MED9,NTC-10
MEF2A,NTC-10
MEF2C,NTC-10
MEF2D,NTC-10
MEGF8,NTC-10
MEGF9,NTC-10
MEIOB,NTC-10
MEIS1,NTC-10
MEIS2,NTC-10
MELK,NTC-10
MELTF,NTC-10
MEMO1,NTC-10
MEN1,NTC-10
MEPCE,NTC-10
MERTK,NTC-10
MESD,NTC-10
METAP1D,NTC-10
METAP1,NTC-10
METAP2,NTC-10
MET,NTC-10
METRNL,NTC-10
METRN,NTC-10
METTL14,NTC-10
METTL15,NTC-10
METTL16,NTC-10
METTL17,NTC-10
METTL18,NTC-10
METTL1,NTC-10
METTL21A,NTC-10
METTL22,NTC-10
METTL23,NTC-10
METTL25,NTC-10
METTL26,NTC-10
METTL2A,NTC-10
METTL2B,NTC-10
METTL3,NTC-10
METTL4,NTC-10
METTL5,NTC-10
METTL6,NTC-10
METTL7A,NTC-10
METTL8,NTC-10
METTL9,NTC-10
MEX3A,NTC-10
MFAP1,NTC-10
MFAP3,NTC-10
MFF,NTC-10
MFGE8,NTC-10
MFHAS1,NTC-10
MFN1,NTC-10
MFN2,NTC-10
MFSD10,NTC-10
MFSD11,NTC-10
MFSD12,NTC-10
MFSD13A,NTC-10
MFSD14A,NTC-10
MFSD14B,NTC-10
MFSD14C,NTC-10
MFSD1,NTC-10
MFSD2B,NTC-10
MFSD3,NTC-10
MFSD4B,NTC-10
MFSD5,NTC-10
MFSD6,NTC-10
MFSD8,NTC-10
MFSD9,NTC-10
MGA,NTC-10
MGAT1,NTC-10
MGAT2,NTC-10
MGAT4B,NTC-10
MGAT5,NTC-10
MGME1,NTC-10
MGRN1,NTC-10
MGST1,NTC-10
MGST2,NTC-10
MGST3,NTC-10
MIA2,NTC-10
MIA3,NTC-10
MIB1,NTC-10
MIB2,NTC-10
MICAL2,NTC-10
MICAL3,NTC-10
MICALL1,NTC-10
MICALL2,NTC-10
MICA,NTC-10
MICB,NTC-10
MICOS10,NTC-10
MICOS13,NTC-10
MICU1,NTC-10
MICU2,NTC-10
MID1IP1,NTC-10
MID1,NTC-10
MIDN,NTC-10
MIEF1,NTC-10
MIEF2,NTC-10
MIEN1,NTC-10
MIER1,NTC-10
MIER2,NTC-10
MIER3,NTC-10
MIF4GD,NTC-10
MIF,NTC-10
MIGA1,NTC-10
MIGA2,NTC-10
MIIP,NTC-10
MILR1,NTC-10
MINDY1,NTC-10
MINDY2,NTC-10
MINDY3,NTC-10
MINDY4,NTC-10
MINK1,NTC-10
MINPP1,NTC-10
MIOS,NTC-10
MIPEP,NTC-10
MIPOL1,NTC-10
MIS12,NTC-10
MIS18A,NTC-10
MIS18BP1,NTC-10
MISP3,NTC-10
MITD1,NTC-10
MITF,NTC-10
MIXL1,NTC-10
MKI67,NTC-10
MKKS,NTC-10
MKLN1,NTC-10
MKNK1,NTC-10
MKNK2,NTC-10
MKRN1,NTC-10
MKRN2,NTC-10
MKRN3,NTC-10
MKS1,NTC-10
MLEC,NTC-10
MLF1,NTC-10
MLH1,NTC-10
MLH3,NTC-10
MLKL,NTC-10
MLLT10,NTC-10
MLLT10P1,NTC-10
MLLT11,NTC-10
MLLT1,NTC-10
MLLT3,NTC-10
MLLT6,NTC-10
MLST8,NTC-10
MLXIPL,NTC-10
MLXIP,NTC-10
MLX,NTC-10
MLYCD,NTC-10
MMAB,NTC-10
MMACHC,NTC-10
MMADHC,NTC-10
MMD,NTC-10
MMGT1,NTC-10
MMP15,NTC-10
MMP24OS,NTC-10
MMS19,NTC-10
MMS22L,NTC-10
MMUT,NTC-10
MNAT1,NTC-10
MND1,NTC-10
MNS1,NTC-10
MNT,NTC-10
MOAP1,NTC-10
MOB1A,NTC-10
MOB1B,NTC-10
MOB2,NTC-10
MOB3A,NTC-10
MOB3B,NTC-10
MOB4,NTC-10
MOBP,NTC-10
MOCOS,NTC-10
MOCS1,NTC-10
MOCS2,NTC-10
MOCS3,NTC-10
MOGS,NTC-10
MON1A,NTC-10
MON1B,NTC-10
MON2,NTC-10
MORC2,NTC-10
MORC3,NTC-10
MORC4,NTC-10
MORF4L1,NTC-10
MORF4L2,NTC-10
MORN1,NTC-10
MORN2,NTC-10
MORN4,NTC-10
MOSMO,NTC-10
MOSPD1,NTC-10
MOSPD2,NTC-10
MOSPD3,NTC-10
MOV10,NTC-10
MPC1,NTC-10
MPC2,NTC-10
MPDU1,NTC-10
MPDZ,NTC-10
MPG,NTC-10
MPHOSPH10,NTC-10
MPHOSPH6,NTC-10
MPHOSPH8,NTC-10
MPHOSPH9,NTC-10
MPI,NTC-10
MPLKIP,NTC-10
MPND,NTC-10
MPP1,NTC-10
MPP3,NTC-10
MPP5,NTC-10
MPP6,NTC-10
MPPE1,NTC-10
MPRIP,NTC-10
MPST,NTC-10
MPV17L2,NTC-10
MPV17L,NTC-10
MPV17,NTC-10
MPZL1,NTC-10
MPZ,NTC-10
MR1,NTC-10
MRAP2,NTC-10
MRAS,NTC-10
MRE11,NTC-10
MRFAP1L1,NTC-10
MRFAP1,NTC-10
MRGBP,NTC-10
MRI1,NTC-10
MRM1,NTC-10
MRM2,NTC-10
MRM3,NTC-10
MRNIP,NTC-10
MROH1,NTC-10
MROH6,NTC-10
MRPL10,NTC-10
MRPL11,NTC-10
MRPL12,NTC-10
MRPL13,NTC-10
MRPL14,NTC-10
MRPL15,NTC-10
MRPL16,NTC-10
MRPL17,NTC-10
MRPL18,NTC-10
MRPL19,NTC-10
MRPL1,NTC-10
MRPL20,NTC-10
MRPL21,NTC-10
MRPL23,NTC-10
MRPL24,NTC-10
MRPL27,NTC-10
MRPL28,NTC-10
MRPL2,NTC-10
MRPL30,NTC-10
MRPL32,NTC-10
MRPL33,NTC-10
MRPL34,NTC-10
MRPL35,NTC-10
MRPL36,NTC-10
MRPL37,NTC-10
MRPL38,NTC-10
MRPL39,NTC-10
MRPL3,NTC-10
MRPL40,NTC-10
MRPL41,NTC-10
MRPL42,NTC-10
MRPL43,NTC-10
MRPL44,NTC-10
MRPL45,NTC-10
MRPL45P2,NTC-10
MRPL46,NTC-10
MRPL47,NTC-10
MRPL48,NTC-10
MRPL49,NTC-10
MRPL4,NTC-10
MRPL50,NTC-10
MRPL51,NTC-10
MRPL52,NTC-10
MRPL54,NTC-10
MRPL55,NTC-10
MRPL57,NTC-10
MRPL58,NTC-10
MRPL9,NTC-10
MRPS10,NTC-10
MRPS11,NTC-10
MRPS12,NTC-10
MRPS14,NTC-10
MRPS15,NTC-10
MRPS16,NTC-10
MRPS17,NTC-10
MRPS17P1,NTC-10
MRPS18A,NTC-10
MRPS18B,NTC-10
MRPS18C,NTC-10
MRPS21,NTC-10
MRPS22,NTC-10
MRPS23,NTC-10
MRPS24,NTC-10
MRPS25,NTC-10
MRPS26,NTC-10
MRPS27,NTC-10
MRPS28,NTC-10
MRPS2,NTC-10
MRPS30,NTC-10
MRPS31,NTC-10
MRPS33,NTC-10
MRPS34,NTC-10
MRPS35,NTC-10
MRPS36,NTC-10
MRPS5,NTC-10
MRPS6,NTC-10
MRPS7,NTC-10
MRPS9,NTC-10
MRRF,NTC-10
MRS2,NTC-10
MRTFA,NTC-10
MRTFB,NTC-10
MRTO4,NTC-10
MS4A3,NTC-10
MS4A4E,NTC-10
MSANTD2,NTC-10
MSANTD3,NTC-10
MSANTD4,NTC-10
MSH2,NTC-10
MSH3,NTC-10
MSH5,NTC-10
MSH6,NTC-10
MSI2,NTC-10
MSL1,NTC-10
MSL2,NTC-10
MSL3,NTC-10
MSL3P1,NTC-10
MSMO1,NTC-10
MSN,NTC-10
MSR1,NTC-10
MSRA,NTC-10
MSRB1,NTC-10
MSRB2,NTC-10
MSTO1,NTC-10
MSX1,NTC-10
MT1X,NTC-10
MT2A,NTC-10
MTA1,NTC-10
MTA2,NTC-10
MTA3,NTC-10
MT-ATP6,NTC-10
MTATP6P1,NTC-10
MT-ATP8,NTC-10
MTBP,NTC-10
MTCH1,NTC-10
MTCH2,NTC-10
MTCL1,NTC-10
MT-CO1,NTC-10
MT-CO2,NTC-10
MT-CO3,NTC-10
MT-CYB,NTC-10
MTCYBP18,NTC-10
MTDH,NTC-10
MTERF1,NTC-10
MTERF2,NTC-10
MTERF3,NTC-10
MTERF4,NTC-10
MTF1,NTC-10
MTF2,NTC-10
MTFMT,NTC-10
MTFP1,NTC-10
MTFR1L,NTC-10
MTFR1,NTC-10
MTFR2,NTC-10
MTG1,NTC-10
MTG2,NTC-10
MTHFD1L,NTC-10
MTHFD1,NTC-10
MTHFD2L,NTC-10
MTHFD2,NTC-10
MTHFR,NTC-10
MTHFSD,NTC-10
MTHFS,NTC-10
MTIF2,NTC-10
MTIF3,NTC-10
MTLN,NTC-10
MTM1,NTC-10
MTMR10,NTC-10
MTMR12,NTC-10
MTMR14,NTC-10
MTMR1,NTC-10
MTMR2,NTC-10
MTMR3,NTC-10
MTMR4,NTC-10
MTMR6,NTC-10
MTMR9,NTC-10
MT-ND1,NTC-10
MTND1P23,NTC-10
MT-ND2,NTC-10
MTND2P28,NTC-10
MT-ND3,NTC-10
MT-ND4L,NTC-10
MT-ND4,NTC-10
MTND4P12,NTC-10
MT-ND5,NTC-10
MT-ND6,NTC-10
MTO1,NTC-10
MTOR,NTC-10
MTPAP,NTC-10
MTPN,NTC-10
MTREX,NTC-10
MTRF1L,NTC-10
MTRF1,NTC-10
MTRNR2L10,NTC-10
MTRNR2L11,NTC-10
MTRNR2L12,NTC-10
MTRNR2L1,NTC-10
MTRNR2L4,NTC-10
MTRNR2L6,NTC-10
MTRNR2L8,NTC-10
MTR,NTC-10
MTRR,NTC-10
MTSS1L,NTC-10
MTURN,NTC-10
MTX1,NTC-10
MTX2,NTC-10
MUC1,NTC-10
MUL1,NTC-10
MUS81,NTC-10
MUTYH,NTC-10
MVB12A,NTC-10
MVD,NTC-10
MVK,NTC-10
MVP,NTC-10
MX1,NTC-10
MXD1,NTC-10
MXD3,NTC-10
MXD4,NTC-10
MXI1,NTC-10
MXRA7,NTC-10
MXRA8,NTC-10
MYADM,NTC-10
MYBBP1A,NTC-10
MYBL1,NTC-10
MYBL2,NTC-10
MYB,NTC-10
MYCBP2,NTC-10
MYCBP,NTC-10
MYCL,NTC-10
MYC,NTC-10
MYD88,NTC-10
MYDGF,NTC-10
MYEOV,NTC-10
MYH10,NTC-10
MYH11,NTC-10
MYH9,NTC-10
MYL12A,NTC-10
MYL12B,NTC-10
MYL4,NTC-10
MYL5,NTC-10
MYL6B,NTC-10
MYL6,NTC-10
MYL9,NTC-10
MYLIP,NTC-10
MYLK3,NTC-10
MYLK,NTC-10
MYNN,NTC-10
MYO10,NTC-10
MYO16,NTC-10
MYO18A,NTC-10
MYO18B,NTC-10
MYO19,NTC-10
MYO1C,NTC-10
MYO1D,NTC-10
MYO6,NTC-10
MYO9A,NTC-10
MYO9B,NTC-10
MYOM3,NTC-10
MYPOP,NTC-10
MYRF,NTC-10
MYSM1,NTC-10
MYT1L,NTC-10
MZF1,NTC-10
MZT1,NTC-10
MZT2A,NTC-10
MZT2B,NTC-10
N4BP2L2,NTC-10
N4BP2,NTC-10
N4BP3,NTC-10
N6AMT1,NTC-10
NAA10,NTC-10
NAA11,NTC-10
NAA15,NTC-10
NAA16,NTC-10
NAA20,NTC-10
NAA25,NTC-10
NAA30,NTC-10
NAA35,NTC-10
NAA38,NTC-10
NAA40,NTC-10
NAA50,NTC-10
NAA60,NTC-10
NAA80,NTC-10
NAAA,NTC-10
NAB1,NTC-10
NAB2,NTC-10
NABP1,NTC-10
NABP2,NTC-10
NACA,NTC-10
NACC1,NTC-10
NACC2,NTC-10
NADK2,NTC-10
NADK,NTC-10
NADSYN1,NTC-10
NAE1,NTC-10
NAF1,NTC-10
NAGA,NTC-10
NAGK,NTC-10
NAGLU,NTC-10
NAGPA,NTC-10
NAIF1,NTC-10
NAIP,NTC-10
NAMPT,NTC-10
NANP,NTC-10
NANS,NTC-10
NAP1L1,NTC-10
NAP1L4,NTC-10
NAP1L5,NTC-10
NAPA,NTC-10
NAPB,NTC-10
NAPEPLD,NTC-10
NAPG,NTC-10
NAPRT,NTC-10
NARF,NTC-10
NARS2,NTC-10
NARS,NTC-10
NASP,NTC-10
NAT10,NTC-10
NAT14,NTC-10
NAT1,NTC-10
NAT9,NTC-10
NATD1,NTC-10
NAV1,NTC-10
NAXD,NTC-10
NAXE,NTC-10
NBAS,NTC-10
NBDY,NTC-10
NBEAL1,NTC-10
NBEAL2,NTC-10
NBN,NTC-10
NBPF10,NTC-10
NBPF11,NTC-10
NBPF12,NTC-10
NBPF14,NTC-10
NBPF15,NTC-10
NBPF1,NTC-10
NBPF20,NTC-10
NBPF3,NTC-10
NBPF9,NTC-10
NBR1,NTC-10
NCALD,NTC-10
NCAM2,NTC-10
NCAPD2,NTC-10
NCAPD3,NTC-10
NCAPG2,NTC-10
NCAPG,NTC-10
NCAPH2,NTC-10
NCAPH,NTC-10
NCBP1,NTC-10
NCBP2-AS2,NTC-10
NCBP2,NTC-10
NCBP3,NTC-10
NCDN,NTC-10
NCK1,NTC-10
NCK2,NTC-10
NCKAP1L,NTC-10
NCKAP1,NTC-10
NCKAP5L,NTC-10
NCKIPSD,NTC-10
NCLN,NTC-10
NCL,NTC-10
NCOA1,NTC-10
NCOA2,NTC-10
NCOA3,NTC-10
NCOA4,NTC-10
NCOA5,NTC-10
NCOA6,NTC-10
NCOA7,NTC-10
NCOR1,NTC-10
NCOR2,NTC-10
NCR3LG1,NTC-10
NCSTN,NTC-10
NDC1,NTC-10
NDC80,NTC-10
NDE1,NTC-10
NDEL1,NTC-10
NDFIP1,NTC-10
NDFIP2,NTC-10
NDN,NTC-10
NDOR1,NTC-10
NDRG2,NTC-10
NDRG3,NTC-10
NDST1,NTC-10
NDUFA10,NTC-10
NDUFA11,NTC-10
NDUFA12,NTC-10
NDUFA13,NTC-10
NDUFA1,NTC-10
NDUFA2,NTC-10
NDUFA3,NTC-10
NDUFA4,NTC-10
NDUFA5,NTC-10
NDUFA6,NTC-10
NDUFA7,NTC-10
NDUFA8,NTC-10
NDUFA9,NTC-10
NDUFAB1,NTC-10
NDUFAF1,NTC-10
NDUFAF2,NTC-10
NDUFAF3,NTC-10
NDUFAF4,NTC-10
NDUFAF5,NTC-10
NDUFAF6,NTC-10
NDUFAF7,NTC-10
NDUFAF8,NTC-10
NDUFB10,NTC-10
NDUFB11,NTC-10
NDUFB1,NTC-10
NDUFB2,NTC-10
NDUFB3,NTC-10
NDUFB4,NTC-10
NDUFB5,NTC-10
NDUFB6,NTC-10
NDUFB7,NTC-10
NDUFB8,NTC-10
NDUFB9,NTC-10
NDUFC1,NTC-10
NDUFC2,NTC-10
NDUFS1,NTC-10
NDUFS2,NTC-10
NDUFS3,NTC-10
NDUFS4,NTC-10
NDUFS5,NTC-10
NDUFS6,NTC-10
NDUFS7,NTC-10
NDUFS8,NTC-10
NDUFV2,NTC-10
NDUFV2P1,NTC-10
NDUFV3,NTC-10
NEB,NTC-10
NECAB1,NTC-10
NECAB3,NTC-10
NECAP1,NTC-10
NECAP2,NTC-10
NECTIN2,NTC-10
NEDD1,NTC-10
NEDD4L,NTC-10
NEDD4,NTC-10
NEDD8,NTC-10
NEFH,NTC-10
NEIL3,NTC-10
NEK1,NTC-10
NEK2,NTC-10
NEK3,NTC-10
NEK4,NTC-10
NEK5,NTC-10
NEK6,NTC-10
NEK7,NTC-10
NEK9,NTC-10
NELFA,NTC-10
NELFB,NTC-10
NELFE,NTC-10
NEMF,NTC-10
NEMP1,NTC-10
NENF,NTC-10
NEPRO,NTC-10
NES,NTC-10
NET1,NTC-10
NETO2,NTC-10
NEU1,NTC-10
NEU3,NTC-10
NEURL4,NTC-10
NF1,NTC-10
NF2,NTC-10
NFAT5,NTC-10
NFATC1,NTC-10
NFATC2IP,NTC-10
NFATC2,NTC-10
NFATC3,NTC-10
NFE2L1,NTC-10
NFE2L2,NTC-10
NFE2L3,NTC-10
NFE2,NTC-10
NFE4,NTC-10
NFIA,NTC-10
NFIB,NTC-10
NFIC,NTC-10
NFIL3,NTC-10
NFIX,NTC-10
NFKB1,NTC-10
NFKB2,NTC-10
NFKBIA,NTC-10
NFKBIB,NTC-10
NFKBIE,NTC-10
NFKBIL1,NTC-10
NFRKB,NTC-10
NFS1,NTC-10
NFU1,NTC-10
NFX1,NTC-10
NFXL1,NTC-10
NFYA,NTC-10
NFYB,NTC-10
NFYC,NTC-10
NGDN,NTC-10
NGLY1,NTC-10
NGRN,NTC-10
NHLRC2,NTC-10
NHLRC3,NTC-10
NHLRC4,NTC-10
NHP2,NTC-10
NIF3L1,NTC-10
NIFK,NTC-10
NINJ1,NTC-10
NINJ2,NTC-10
NIN,NTC-10
NIP7,NTC-10
NIPA1,NTC-10
NIPA2,NTC-10
NIPAL3,NTC-10
NIPBL,NTC-10
NIPSNAP1,NTC-10
NIPSNAP2,NTC-10
NIPSNAP3A,NTC-10
NIPSNAP3B,NTC-10
NISCH,NTC-10
NIT2,NTC-10
NKAPD1,NTC-10
NKAP,NTC-10
NKAPP1,NTC-10
NKIRAS1,NTC-10
NKIRAS2,NTC-10
NKRF,NTC-10
NKTR,NTC-10
NLE1,NTC-10
NLK,NTC-10
NLN,NTC-10
NLRP1,NTC-10
NLRP2,NTC-10
NMD3,NTC-10
NME1,NTC-10
NME2,NTC-10
NME3,NTC-10
NME4,NTC-10
NME6,NTC-10
NME7,NTC-10
NMI,NTC-10
NMNAT1,NTC-10
NMNAT3,NTC-10
NMRAL1,NTC-10
NMRK1,NTC-10
NMT1,NTC-10
NMT2,NTC-10
NMU,NTC-10
NNMT,NTC-10
NNT,NTC-10
NOA1,NTC-10
NOB1,NTC-10
NOC2L,NTC-10
NOC3L,NTC-10
NOC4L,NTC-10
NOCT,NTC-10
NOD1,NTC-10
NOL10,NTC-10
NOL11,NTC-10
NOL4L,NTC-10
NOL6,NTC-10
NOL7,NTC-10
NOL8,NTC-10
NOL9,NTC-10
NOLC1,NTC-10
NOM1,NTC-10
NOMO1,NTC-10
NONO,NTC-10
NOP10,NTC-10
NOP14,NTC-10
NOP16,NTC-10
NOP2,NTC-10
NOP53,NTC-10
NOP56,NTC-10
NOP58,NTC-10
NOP9,NTC-10
NOS3,NTC-10
NOSIP,NTC-10
NOSTRIN,NTC-10
NOTCH4,NTC-10
NOTUM,NTC-10
NPAS1,NTC-10
NPAT,NTC-10
NPC1,NTC-10
NPC2,NTC-10
NPDC1,NTC-10
NPEPPS,NTC-10
NPHP4,NTC-10
NPIPB5,NTC-10
NPIPP1,NTC-10
NPL,NTC-10
NPLOC4,NTC-10
NPM1,NTC-10
NPM1P50,NTC-10
NPM3,NTC-10
NPRL2,NTC-10
NPRL3,NTC-10
NPTN,NTC-10
NQO1,NTC-10
NQO2,NTC-10
NR1D1,NTC-10
NR1H2,NTC-10
NR1H3,NTC-10
NR2C1,NTC-10
NR2C2AP,NTC-10
NR2C2,NTC-10
NR2F2,NTC-10
NR2F6,NTC-10
NR3C1,NTC-10
NR4A2,NTC-10
NR6A1,NTC-10
NRARP,NTC-10
NRAS,NTC-10
NRBF2,NTC-10
NRBP1,NTC-10
NRBP2,NTC-10
NRDC,NTC-10
NRDE2,NTC-10
NRF1,NTC-10
NRGN,NTC-10
NRIP1,NTC-10
NRIP3,NTC-10
NRM,NTC-10
NRSN2,NTC-10
NSA2,NTC-10
NSD1,NTC-10
NSD2,NTC-10
NSD3,NTC-10
NSDHL,NTC-10
NSFL1C,NTC-10
NSF,NTC-10
NSL1,NTC-10
NSMAF,NTC-10
NSMCE1,NTC-10
NSMCE2,NTC-10
NSMCE3,NTC-10
NSMCE4A,NTC-10
NSMF,NTC-10
NSRP1,NTC-10
NSUN2,NTC-10
NSUN3,NTC-10
NSUN4,NTC-10
NSUN5,NTC-10
NSUN5P1,NTC-10
NSUN5P2,NTC-10
NSUN6,NTC-10
NT5C2,NTC-10
NT5C3A,NTC-10
NT5C3B,NTC-10
NT5C,NTC-10
NT5DC1,NTC-10
NT5DC2,NTC-10
NT5DC3,NTC-10
NT5DC4,NTC-10
NT5M,NTC-10
NTAN1,NTC-10
NTHL1,NTC-10
NTMT1,NTC-10
NTPCR,NTC-10
NTRK1,NTC-10
NUB1,NTC-10
NUBP1,NTC-10
NUBP2,NTC-10
NUBPL,NTC-10
NUCB1,NTC-10
NUCB2,NTC-10
NUCKS1,NTC-10
NUDCD1,NTC-10
NUDCD2,NTC-10
NUDCD3,NTC-10
NUDC,NTC-10
NUDT12,NTC-10
NUDT13,NTC-10
NUDT14,NTC-10
NUDT15,NTC-10
NUDT16L1,NTC-10
NUDT16,NTC-10
NUDT17,NTC-10
NUDT18,NTC-10
NUDT19,NTC-10
NUDT1,NTC-10
NUDT21,NTC-10
NUDT22,NTC-10
NUDT2,NTC-10
NUDT3,NTC-10
NUDT4,NTC-10
NUDT5,NTC-10
NUDT6,NTC-10
NUDT7,NTC-10
NUDT9,NTC-10
NUF2,NTC-10
NUFIP1,NTC-10
NUFIP2,NTC-10
NUMA1,NTC-10
NUMBL,NTC-10
NUMB,NTC-10
NUP107,NTC-10
NUP133,NTC-10
NUP153,NTC-10
NUP155,NTC-10
NUP160,NTC-10
NUP188,NTC-10
NUP205,NTC-10
NUP210,NTC-10
NUP214,NTC-10
NUP35,NTC-10
NUP37,NTC-10
NUP43,NTC-10
NUP50,NTC-10
NUP54,NTC-10
NUP58,NTC-10
NUP62CL,NTC-10
NUP62,NTC-10
NUP85,NTC-10
NUP88,NTC-10
NUP93,NTC-10
NUP98,NTC-10
NUPL2,NTC-10
NUPR1,NTC-10
NUS1,NTC-10
NUSAP1,NTC-10
NUTF2,NTC-10
NVL,NTC-10
NXF1,NTC-10
NXPH4,NTC-10
NXT1,NTC-10
NXT2,NTC-10
OAF,NTC-10
OARD1,NTC-10
OAT,NTC-10
OAZ1,NTC-10
OAZ2,NTC-10
OBSCN,NTC-10
OBSL1,NTC-10
OCEL1,NTC-10
OCIAD1,NTC-10
OCRL,NTC-10
ODC1,NTC-10
ODF2L,NTC-10
ODF2,NTC-10
ODR4,NTC-10
OFCC1,NTC-10
OFD1,NTC-10
OGA,NTC-10
OGDH,NTC-10
OGFOD1,NTC-10
OGFOD2,NTC-10
OGFOD3,NTC-10
OGFR,NTC-10
OGG1,NTC-10
OGT,NTC-10
OIP5,NTC-10
OLA1,NTC-10
OMA1,NTC-10
ONECUT2,NTC-10
OOSP4A,NTC-10
OPA1,NTC-10
OPA3,NTC-10
OPHN1,NTC-10
OPLAH,NTC-10
OPRM1,NTC-10
OPTN,NTC-10
OR10A2,NTC-10
OR14J1,NTC-10
OR1A1,NTC-10
OR1D2,NTC-10
OR1I1,NTC-10
OR2AT1P,NTC-10
OR2AT4,NTC-10
OR2B6,NTC-10
OR2M3,NTC-10
OR2W6P,NTC-10
OR4F17,NTC-10
OR51B4,NTC-10
OR51B5,NTC-10
OR51I2,NTC-10
OR51J1,NTC-10
OR52A1,NTC-10
OR52A5,NTC-10
OR5A1,NTC-10
OR5AS1,NTC-10
OR7E12P,NTC-10
OR7E38P,NTC-10
OR8A1,NTC-10
OR8B9P,NTC-10
OR8D1,NTC-10
OR8G3P,NTC-10
OR8G5,NTC-10
ORAI1,NTC-10
ORAI2,NTC-10
ORAI3,NTC-10
ORC1,NTC-10
ORC2,NTC-10
ORC3,NTC-10
ORC4,NTC-10
ORC5,NTC-10
ORC6,NTC-10
ORMDL1,NTC-10
ORMDL2,NTC-10
ORMDL3,NTC-10
OS9,NTC-10
OSBP2,NTC-10
OSBPL2,NTC-10
OSBPL3,NTC-10
OSBPL5,NTC-10
OSBPL6,NTC-10
OSBPL8,NTC-10
OSBPL9,NTC-10
OSBP,NTC-10
OSER1,NTC-10
OSGEPL1,NTC-10
OSGEP,NTC-10
OSGIN1,NTC-10
OSGIN2,NTC-10
OSR2,NTC-10
OST4,NTC-10
OSTC,NTC-10
OSTF1,NTC-10
OSTM1,NTC-10
OTUB1,NTC-10
OTUD3,NTC-10
OTUD4,NTC-10
OTUD5,NTC-10
OTUD6B,NTC-10
OTUD7B,NTC-10
OTULIN,NTC-10
OVCA2,NTC-10
OXA1L,NTC-10
OXCT1,NTC-10
OXLD1,NTC-10
OXNAD1,NTC-10
OXR1,NTC-10
OXSM,NTC-10
OXSR1,NTC-10
P2RX4,NTC-10
P2RX5-TAX1BP3,NTC-10
P2RX6,NTC-10
P2RY1,NTC-10
P3H1,NTC-10
P3H3,NTC-10
P3H4,NTC-10
P4HA1,NTC-10
P4HA2,NTC-10
P4HB,NTC-10
PA2G4,NTC-10
PAAF1,NTC-10
PABPC1L,NTC-10
PABPC1,NTC-10
PABPC4,NTC-10
PABPN1,NTC-10
PACRGL,NTC-10
PACS1,NTC-10
