gene_id,gRNA_group,pair_type
EMC2,NTC-10,negative_control
EMC3-AS1,NTC-10,negative_control
EMC3,NTC-10,negative_control
EMC4,NTC-10,negative_control
EMC6,NTC-10,negative_control
EMC7,NTC-10,negative_control
EMC8,NTC-10,negative_control
EMC9,NTC-10,negative_control
EMD,NTC-10,negative_control
EME1,NTC-10,negative_control
EME2,NTC-10,negative_control
EMG1,NTC-10,negative_control
EMID1,NTC-10,negative_control
EMILIN2,NTC-10,negative_control
EML2,NTC-10,negative_control
EML3,NTC-10,negative_control
EML4,NTC-10,negative_control
EMP2,NTC-10,negative_control
EMP3,NTC-10,negative_control
EMSY,NTC-10,negative_control
ENDOD1,NTC-10,negative_control
ENDOG,NTC-10,negative_control
ENDOV,NTC-10,negative_control
ENGASE,NTC-10,negative_control
ENKD1,NTC-10,negative_control
ENO1,NTC-10,negative_control
ENO2,NTC-10,negative_control
ENO3,NTC-10,negative_control
ENOPH1,NTC-10,negative_control
ENOSF1,NTC-10,negative_control
ENOX2,NTC-10,negative_control
ENSA,NTC-10,negative_control
ENTPD1,NTC-10,negative_control
ENTPD4,NTC-10,negative_control
ENTPD5,NTC-10,negative_control
ENTPD6,NTC-10,negative_control
ENTPD7,NTC-10,negative_control
ENTR1,NTC-10,negative_control
ENY2,NTC-10,negative_control
EOGT,NTC-10,negative_control
EP300,NTC-10,negative_control
EP400,NTC-10,negative_control
EP400P1,NTC-10,negative_control
EPAS1,NTC-10,negative_control
EPB41L1,NTC-10,negative_control
EPB41L2,NTC-10,negative_control
EPB41L4A,NTC-10,negative_control
EPB41L5,NTC-10,negative_control
EPB41,NTC-10,negative_control
EPC1,NTC-10,negative_control
EPC2,NTC-10,negative_control
EPCAM,NTC-10,negative_control
EPG5,NTC-10,negative_control
EPHB4,NTC-10,negative_control
EPHB6,NTC-10,negative_control
EPHX1,NTC-10,negative_control
EPHX2,NTC-10,negative_control
EPM2AIP1,NTC-10,negative_control
EPM2A,NTC-10,negative_control
EPN1,NTC-10,negative_control
EPN2,NTC-10,negative_control
EPOR,NTC-10,negative_control
EPPK1,NTC-10,negative_control
EPRS,NTC-10,negative_control
EPS15L1,NTC-10,negative_control
EPS15,NTC-10,negative_control
EPS8L1,NTC-10,negative_control
EPS8L2,NTC-10,negative_control
ERAL1,NTC-10,negative_control
ERAP1,NTC-10,negative_control
ERBB2,NTC-10,negative_control
ERBB3,NTC-10,negative_control
ERBIN,NTC-10,negative_control
ERC1,NTC-10,negative_control
ERCC1,NTC-10,negative_control
ERCC3,NTC-10,negative_control
ERCC4,NTC-10,negative_control
ERCC5,NTC-10,negative_control
ERCC6L2,NTC-10,negative_control
ERCC6L,NTC-10,negative_control
ERCC6,NTC-10,negative_control
ERCC8,NTC-10,negative_control
ERF,NTC-10,negative_control
ERG28,NTC-10,negative_control
ERGIC1,NTC-10,negative_control
ERGIC2,NTC-10,negative_control
ERGIC3,NTC-10,negative_control
ERH,NTC-10,negative_control
ERI1,NTC-10,negative_control
ERI2,NTC-10,negative_control
ERI3,NTC-10,negative_control
ERICH1,NTC-10,negative_control
ERLEC1,NTC-10,negative_control
ERLIN1,NTC-10,negative_control
ERLIN2,NTC-10,negative_control
ERMAP,NTC-10,negative_control
ERMARD,NTC-10,negative_control
ERMP1,NTC-10,negative_control
ERN1,NTC-10,negative_control
ERO1A,NTC-10,negative_control
ERO1B,NTC-10,negative_control
ERP29,NTC-10,negative_control
ERP44,NTC-10,negative_control
ERRFI1,NTC-10,negative_control
ERV3-1,NTC-10,negative_control
ERVK3-1,NTC-10,negative_control
ERVMER34-1,NTC-10,negative_control
ERVW-1,NTC-10,negative_control
ESCO1,NTC-10,negative_control
ESCO2,NTC-10,negative_control
ESD,NTC-10,negative_control
ESF1,NTC-10,negative_control
ESPL1,NTC-10,negative_control
ESPN,NTC-10,negative_control
ESRRA,NTC-10,negative_control
ESS2,NTC-10,negative_control
ESYT1,NTC-10,negative_control
ESYT2,NTC-10,negative_control
ETAA1,NTC-10,negative_control
ETF1,NTC-10,negative_control
ETFA,NTC-10,negative_control
ETFB,NTC-10,negative_control
ETFDH,NTC-10,negative_control
ETFRF1,NTC-10,negative_control
ETHE1,NTC-10,negative_control
ETNK1,NTC-10,negative_control
ETS2,NTC-10,negative_control
ETV1,NTC-10,negative_control
ETV2,NTC-10,negative_control
ETV3,NTC-10,negative_control
ETV4,NTC-10,negative_control
ETV5,NTC-10,negative_control
ETV6,NTC-10,negative_control
EVA1B,NTC-10,negative_control
EVI5,NTC-10,negative_control
EVL,NTC-10,negative_control
EWSR1,NTC-10,negative_control
EXD2,NTC-10,negative_control
EXD3,NTC-10,negative_control
EXO1,NTC-10,negative_control
EXOC1,NTC-10,negative_control
EXOC2,NTC-10,negative_control
EXOC3,NTC-10,negative_control
EXOC4,NTC-10,negative_control
EXOC5,NTC-10,negative_control
EXOC7,NTC-10,negative_control
EXOC8,NTC-10,negative_control
EXOG,NTC-10,negative_control
EXOSC10,NTC-10,negative_control
EXOSC2,NTC-10,negative_control
EXOSC3,NTC-10,negative_control
EXOSC4,NTC-10,negative_control
EXOSC5,NTC-10,negative_control
EXOSC6,NTC-10,negative_control
EXOSC7,NTC-10,negative_control
EXOSC8,NTC-10,negative_control
EXOSC9,NTC-10,negative_control
EXPH5,NTC-10,negative_control
EXT2,NTC-10,negative_control
EXTL2,NTC-10,negative_control
EXTL3,NTC-10,negative_control
EYA3,NTC-10,negative_control
EZH1,NTC-10,negative_control
EZH2,NTC-10,negative_control
EZR,NTC-10,negative_control
F12,NTC-10,negative_control
F2RL3,NTC-10,negative_control
F2R,NTC-10,negative_control
FAAHP1,NTC-10,negative_control
FAAP100,NTC-10,negative_control
FAAP20,NTC-10,negative_control
FAAP24,NTC-10,negative_control
FADD,NTC-10,negative_control
FADS1,NTC-10,negative_control
FADS2,NTC-10,negative_control
FADS3,NTC-10,negative_control
FAF1,NTC-10,negative_control
FAF2,NTC-10,negative_control
FAHD1,NTC-10,negative_control
FAHD2A,NTC-10,negative_control
FAHD2B,NTC-10,negative_control
FAHD2CP,NTC-10,negative_control
FAH,NTC-10,negative_control
FAIM,NTC-10,negative_control
FAM102A,NTC-10,negative_control
FAM102B,NTC-10,negative_control
FAM104A,NTC-10,negative_control
FAM104B,NTC-10,negative_control
FAM110A,NTC-10,negative_control
FAM110D,NTC-10,negative_control
FAM111A,NTC-10,negative_control
FAM114A1,NTC-10,negative_control
FAM114A2,NTC-10,negative_control
FAM117A,NTC-10,negative_control
FAM118A,NTC-10,negative_control
FAM118B,NTC-10,negative_control
FAM120A,NTC-10,negative_control
FAM120AOS,NTC-10,negative_control
FAM120B,NTC-10,negative_control
FAM120C,NTC-10,negative_control
FAM122A,NTC-10,negative_control
FAM122B,NTC-10,negative_control
FAM122C,NTC-10,negative_control
FAM126A,NTC-10,negative_control
FAM126B,NTC-10,negative_control
FAM129A,NTC-10,negative_control
FAM129B,NTC-10,negative_control
FAM129C,NTC-10,negative_control
FAM131A,NTC-10,negative_control
FAM133A,NTC-10,negative_control
FAM133B,NTC-10,negative_control
FAM135A,NTC-10,negative_control
FAM136A,NTC-10,negative_control
FAM13A,NTC-10,negative_control
FAM13B,NTC-10,negative_control
FAM149B1,NTC-10,negative_control
FAM153C,NTC-10,negative_control
FAM157A,NTC-10,negative_control
FAM160A2,NTC-10,negative_control
FAM160B1,NTC-10,negative_control
FAM160B2,NTC-10,negative_control
FAM162A,NTC-10,negative_control
FAM168B,NTC-10,negative_control
FAM172A,NTC-10,negative_control
FAM173A,NTC-10,negative_control
FAM174A,NTC-10,negative_control
FAM174B,NTC-10,negative_control
FAM177A1,NTC-10,negative_control
FAM178B,NTC-10,negative_control
FAM184A,NTC-10,negative_control
FAM185A,NTC-10,negative_control
FAM189B,NTC-10,negative_control
FAM192A,NTC-10,negative_control
FAM193A,NTC-10,negative_control
FAM193B,NTC-10,negative_control
FAM199X,NTC-10,negative_control
FAM19A2,NTC-10,negative_control
FAM200A,NTC-10,negative_control
FAM200B,NTC-10,negative_control
FAM204A,NTC-10,negative_control
FAM206A,NTC-10,negative_control
FAM207A,NTC-10,negative_control
FAM20B,NTC-10,negative_control
FAM210A,NTC-10,negative_control
FAM210B,NTC-10,negative_control
FAM214A,NTC-10,negative_control
FAM214B,NTC-10,negative_control
FAM216A,NTC-10,negative_control
FAM217B,NTC-10,negative_control
FAM219A,NTC-10,negative_control
FAM219B,NTC-10,negative_control
FAM221A,NTC-10,negative_control
FAM227A,NTC-10,negative_control
FAM227B,NTC-10,negative_control
FAM228B,NTC-10,negative_control
FAM229A,NTC-10,negative_control
FAM229B,NTC-10,negative_control
FAM234A,NTC-10,negative_control
FAM238B,NTC-10,negative_control
FAM238C,NTC-10,negative_control
FAM241A,NTC-10,negative_control
FAM241B,NTC-10,negative_control
FAM24B,NTC-10,negative_control
FAM27B,NTC-10,negative_control
FAM32A,NTC-10,negative_control
FAM3A,NTC-10,negative_control
FAM3C,NTC-10,negative_control
FAM45A,NTC-10,negative_control
FAM49A,NTC-10,negative_control
FAM49B,NTC-10,negative_control
FAM50A,NTC-10,negative_control
FAM53B,NTC-10,negative_control
FAM53C,NTC-10,negative_control
FAM57A,NTC-10,negative_control
FAM72B,NTC-10,negative_control
FAM76A,NTC-10,negative_control
FAM76B,NTC-10,negative_control
FAM78A,NTC-10,negative_control
FAM83A,NTC-10,negative_control
FAM83D,NTC-10,negative_control
FAM83G,NTC-10,negative_control
FAM83H,NTC-10,negative_control
FAM86C1,NTC-10,negative_control
FAM86DP,NTC-10,negative_control
FAM86EP,NTC-10,negative_control
FAM89A,NTC-10,negative_control
FAM89B,NTC-10,negative_control
FAM8A1,NTC-10,negative_control
FAM91A1,NTC-10,negative_control
FAM98A,NTC-10,negative_control
FAM98B,NTC-10,negative_control
FAM98C,NTC-10,negative_control
FAN1,NTC-10,negative_control
FANCA,NTC-10,negative_control
FANCB,NTC-10,negative_control
FANCC,NTC-10,negative_control
FANCD2,NTC-10,negative_control
FANCE,NTC-10,negative_control
FANCF,NTC-10,negative_control
FANCG,NTC-10,negative_control
FANCI,NTC-10,negative_control
FANCL,NTC-10,negative_control
FANCM,NTC-10,negative_control
FAR1,NTC-10,negative_control
FAR2,NTC-10,negative_control
FAR2P2,NTC-10,negative_control
FAR2P4,NTC-10,negative_control
FARP2,NTC-10,negative_control
FARS2,NTC-10,negative_control
FARSA,NTC-10,negative_control
FARSB,NTC-10,negative_control
FASN,NTC-10,negative_control
FASTKD1,NTC-10,negative_control
FASTKD2,NTC-10,negative_control
FASTKD3,NTC-10,negative_control
FASTKD5,NTC-10,negative_control
FASTK,NTC-10,negative_control
FAT1,NTC-10,negative_control
FAU,NTC-10,negative_control
FAXDC2,NTC-10,negative_control
FBF1,NTC-10,negative_control
FBH1,NTC-10,negative_control
FBLIM1,NTC-10,negative_control
FBL,NTC-10,negative_control
FBRSL1,NTC-10,negative_control
FBRS,NTC-10,negative_control
FBXL12,NTC-10,negative_control
FBXL13,NTC-10,negative_control
FBXL15,NTC-10,negative_control
FBXL17,NTC-10,negative_control
FBXL18,NTC-10,negative_control
FBXL19,NTC-10,negative_control
FBXL20,NTC-10,negative_control
FBXL3,NTC-10,negative_control
FBXL4,NTC-10,negative_control
FBXL5,NTC-10,negative_control
FBXL6,NTC-10,negative_control
FBXL8,NTC-10,negative_control
FBXO11,NTC-10,negative_control
FBXO15,NTC-10,negative_control
FBXO17,NTC-10,negative_control
FBXO21,NTC-10,negative_control
FBXO22,NTC-10,negative_control
FBXO25,NTC-10,negative_control
FBXO27,NTC-10,negative_control
FBXO28,NTC-10,negative_control
FBXO30,NTC-10,negative_control
FBXO31,NTC-10,negative_control
FBXO32,NTC-10,negative_control
FBXO33,NTC-10,negative_control
FBXO34,NTC-10,negative_control
FBXO38,NTC-10,negative_control
FBXO3,NTC-10,negative_control
FBXO42,NTC-10,negative_control
FBXO44,NTC-10,negative_control
FBXO46,NTC-10,negative_control
FBXO48,NTC-10,negative_control
FBXO4,NTC-10,negative_control
FBXO5,NTC-10,negative_control
FBXO6,NTC-10,negative_control
FBXO7,NTC-10,negative_control
FBXO8,NTC-10,negative_control
FBXO9,NTC-10,negative_control
FBXW11,NTC-10,negative_control
FBXW2,NTC-10,negative_control
FBXW4,NTC-10,negative_control
FBXW4P1,NTC-10,negative_control
FBXW5,NTC-10,negative_control
FBXW7,NTC-10,negative_control
FBXW8,NTC-10,negative_control
FBXW9,NTC-10,negative_control
FCF1,NTC-10,negative_control
FCGR2A,NTC-10,negative_control
FCHO1,NTC-10,negative_control
FCHO2,NTC-10,negative_control
FCHSD1,NTC-10,negative_control
FCHSD2,NTC-10,negative_control
FCRLB,NTC-10,negative_control
FDFT1,NTC-10,negative_control
FDPS,NTC-10,negative_control
FDX1,NTC-10,negative_control
FDX2,NTC-10,negative_control
FDXR,NTC-10,negative_control
FECH,NTC-10,negative_control
FEM1A,NTC-10,negative_control
FEM1B,NTC-10,negative_control
FEM1C,NTC-10,negative_control
FEN1,NTC-10,negative_control
FERMT3,NTC-10,negative_control
FER,NTC-10,negative_control
FEZ1,NTC-10,negative_control
FEZ2,NTC-10,negative_control
FGD6,NTC-10,negative_control
FGF11,NTC-10,negative_control
FGF13,NTC-10,negative_control
FGF23,NTC-10,negative_control
FGF2,NTC-10,negative_control
FGF5,NTC-10,negative_control
FGF8,NTC-10,negative_control
FGFBP3,NTC-10,negative_control
FGFR1OP2,NTC-10,negative_control
FGFR1OP,NTC-10,negative_control
FGFR3,NTC-10,negative_control
FGFR4,NTC-10,negative_control
FGFRL1,NTC-10,negative_control
FGGY,NTC-10,negative_control
FHIT,NTC-10,negative_control
FHL2,NTC-10,negative_control
FHL3,NTC-10,negative_control
FH,NTC-10,negative_control
FHOD1,NTC-10,negative_control
FIBP,NTC-10,negative_control
FICD,NTC-10,negative_control
FIGNL1,NTC-10,negative_control
FIP1L1,NTC-10,negative_control
FIS1,NTC-10,negative_control
FITM2,NTC-10,negative_control
FIZ1,NTC-10,negative_control
FKBP11,NTC-10,negative_control
FKBP14,NTC-10,negative_control
FKBP15,NTC-10,negative_control
FKBP1A,NTC-10,negative_control
FKBP2,NTC-10,negative_control
FKBP3,NTC-10,negative_control
FKBP4,NTC-10,negative_control
FKBP5,NTC-10,negative_control
FKBP7,NTC-10,negative_control
FKBP8,NTC-10,negative_control
FKBP9,NTC-10,negative_control
FKBPL,NTC-10,negative_control
FKRP,NTC-10,negative_control
FKTN,NTC-10,negative_control
FLAD1,NTC-10,negative_control
FLCN,NTC-10,negative_control
FLII,NTC-10,negative_control
FLNA,NTC-10,negative_control
FLNB,NTC-10,negative_control
FLNC,NTC-10,negative_control
FLOT1,NTC-10,negative_control
FLOT2,NTC-10,negative_control
FLRT2,NTC-10,negative_control
FLT3LG,NTC-10,negative_control
FLVCR1,NTC-10,negative_control
FLYWCH1,NTC-10,negative_control
FLYWCH2,NTC-10,negative_control
FMC1,NTC-10,negative_control
FMNL3,NTC-10,negative_control
FMR1,NTC-10,negative_control
FN1,NTC-10,negative_control
FN3K,NTC-10,negative_control
FN3KRP,NTC-10,negative_control
FNBP1L,NTC-10,negative_control
FNBP4,NTC-10,negative_control
FNDC3A,NTC-10,negative_control
FNDC3B,NTC-10,negative_control
FNIP1,NTC-10,negative_control
FNIP2,NTC-10,negative_control
FNTA,NTC-10,negative_control
FOCAD,NTC-10,negative_control
FOPNL,NTC-10,negative_control
FOSL1,NTC-10,negative_control
FOS,NTC-10,negative_control
FOXA3,NTC-10,negative_control
FOXD1,NTC-10,negative_control
FOXD2,NTC-10,negative_control
FOXG1,NTC-10,negative_control
FOXH1,NTC-10,negative_control
FOXJ2,NTC-10,negative_control
FOXJ3,NTC-10,negative_control
FOXK1,NTC-10,negative_control
FOXK2,NTC-10,negative_control
FOXL2NB,NTC-10,negative_control
FOXL2,NTC-10,negative_control
FOXM1,NTC-10,negative_control
FOXN2,NTC-10,negative_control
FOXN3,NTC-10,negative_control
FOXO3,NTC-10,negative_control
FOXO4,NTC-10,negative_control
FOXP1,NTC-10,negative_control
FOXP4,NTC-10,negative_control
FOXRED1,NTC-10,negative_control
FOXRED2,NTC-10,negative_control
FPGS,NTC-10,negative_control
FPGT,NTC-10,negative_control
FRA10AC1,NTC-10,negative_control
FRG1BP,NTC-10,negative_control
FRG1CP,NTC-10,negative_control
FRG1DP,NTC-10,negative_control
FRG1GP,NTC-10,negative_control
FRG1HP,NTC-10,negative_control
FRG1,NTC-10,negative_control
FRK,NTC-10,negative_control
FRMD4A,NTC-10,negative_control
FRMD8,NTC-10,negative_control
FRRS1L,NTC-10,negative_control
FRRS1,NTC-10,negative_control
FRS2,NTC-10,negative_control
FRYL,NTC-10,negative_control
FSBP,NTC-10,negative_control
FSCN1,NTC-10,negative_control
FSD1L,NTC-10,negative_control
FSD2,NTC-10,negative_control
FSIP2,NTC-10,negative_control
FSTL3,NTC-10,negative_control
FSTL4,NTC-10,negative_control
FTH1,NTC-10,negative_control
FTH1P20,NTC-10,negative_control
FTL,NTC-10,negative_control
FTO,NTC-10,negative_control
FTSJ1,NTC-10,negative_control
FTSJ3,NTC-10,negative_control
FUBP1,NTC-10,negative_control
FUBP3,NTC-10,negative_control
FUCA1,NTC-10,negative_control
FUCA2,NTC-10,negative_control
FUK,NTC-10,negative_control
FUNDC1,NTC-10,negative_control
FUNDC2,NTC-10,negative_control
FUOM,NTC-10,negative_control
FURIN,NTC-10,negative_control
FUS,NTC-10,negative_control
FUT10,NTC-10,negative_control
FUT11,NTC-10,negative_control
FUT1,NTC-10,negative_control
FUT4,NTC-10,negative_control
FUT8,NTC-10,negative_control
FXN,NTC-10,negative_control
FXR1,NTC-10,negative_control
FXR2,NTC-10,negative_control
FXYD1,NTC-10,negative_control
FXYD5,NTC-10,negative_control
FXYD7,NTC-10,negative_control
FYB1,NTC-10,negative_control
FYCO1,NTC-10,negative_control
FYN,NTC-10,negative_control
FYTTD1,NTC-10,negative_control
FZD4,NTC-10,negative_control
FZD5,NTC-10,negative_control
FZR1,NTC-10,negative_control
G0S2,NTC-10,negative_control
G2E3,NTC-10,negative_control
G3BP1,NTC-10,negative_control
G3BP2,NTC-10,negative_control
G6PC3,NTC-10,negative_control
G6PD,NTC-10,negative_control
GAA,NTC-10,negative_control
GAB1,NTC-10,negative_control
GAB2,NTC-10,negative_control
GAB3,NTC-10,negative_control
GABARAPL1,NTC-10,negative_control
GABARAPL2,NTC-10,negative_control
GABARAP,NTC-10,negative_control
GABBR1,NTC-10,negative_control
GABPA,NTC-10,negative_control
GABPB1,NTC-10,negative_control
GABPB2,NTC-10,negative_control
GABRB3,NTC-10,negative_control
GABRE,NTC-10,negative_control
GABRG2,NTC-10,negative_control
GABRG3,NTC-10,negative_control
GABRP,NTC-10,negative_control
GAD1,NTC-10,negative_control
GADD45A,NTC-10,negative_control
GADD45GIP1,NTC-10,negative_control
GAGE10,NTC-10,negative_control
GAGE13,NTC-10,negative_control
GAGE1,NTC-10,negative_control
GAGE2A,NTC-10,negative_control
GAK,NTC-10,negative_control
GALC,NTC-10,negative_control
GALE,NTC-10,negative_control
GALK1,NTC-10,negative_control
GALK2,NTC-10,negative_control
GALM,NTC-10,negative_control
GALNS,NTC-10,negative_control
GALNT10,NTC-10,negative_control
GALNT11,NTC-10,negative_control
GALNT12,NTC-10,negative_control
GALNT1,NTC-10,negative_control
GALNT2,NTC-10,negative_control
GALNT5,NTC-10,negative_control
GALNT6,NTC-10,negative_control
GALNT7,NTC-10,negative_control
GAL,NTC-10,negative_control
GALT,NTC-10,negative_control
GAMT,NTC-10,negative_control
GANAB,NTC-10,negative_control
GANC,NTC-10,negative_control
GAN,NTC-10,negative_control
GAPDH,NTC-10,negative_control
GAPVD1,NTC-10,negative_control
GAR1,NTC-10,negative_control
GAREM2,NTC-10,negative_control
GARS,NTC-10,negative_control
GART,NTC-10,negative_control
GAS2L1,NTC-10,negative_control
GAS2L3,NTC-10,negative_control
GAS8,NTC-10,negative_control
GATA1,NTC-10,negative_control
GATA2,NTC-10,negative_control
GATAD1,NTC-10,negative_control
GATAD2A,NTC-10,negative_control
GATAD2B,NTC-10,negative_control
GATB,NTC-10,negative_control
GATC,NTC-10,negative_control
GATD1,NTC-10,negative_control
GATD3A,NTC-10,negative_control
GBA2,NTC-10,negative_control
GBA,NTC-10,negative_control
GBE1,NTC-10,negative_control
GBF1,NTC-10,negative_control
GBP5,NTC-10,negative_control
GCAT,NTC-10,negative_control
GCC1,NTC-10,negative_control
GCC2,NTC-10,negative_control
GCDH,NTC-10,negative_control
GCFC2,NTC-10,negative_control
GCH1,NTC-10,negative_control
GCHFR,NTC-10,negative_control
GCK,NTC-10,negative_control
GCLC,NTC-10,negative_control
GCLM,NTC-10,negative_control
GCN1,NTC-10,negative_control
GCNT2,NTC-10,negative_control
GCSH,NTC-10,negative_control
GDA,NTC-10,negative_control
GDAP1,NTC-10,negative_control
GDAP2,NTC-10,negative_control
GDE1,NTC-10,negative_control
GDF11,NTC-10,negative_control
GDF15,NTC-10,negative_control
GDI1,NTC-10,negative_control
GDI2,NTC-10,negative_control
GDPD1,NTC-10,negative_control
GDPD5,NTC-10,negative_control
GDPGP1,NTC-10,negative_control
GEMIN2,NTC-10,negative_control
GEMIN4,NTC-10,negative_control
GEMIN5,NTC-10,negative_control
GEMIN6,NTC-10,negative_control
GEMIN7,NTC-10,negative_control
GEMIN8,NTC-10,negative_control
GEN1,NTC-10,negative_control
GET4,NTC-10,negative_control
GFER,NTC-10,negative_control
GFM1,NTC-10,negative_control
GFM2,NTC-10,negative_control
GFOD1,NTC-10,negative_control
GFOD2,NTC-10,negative_control
GFPT1,NTC-10,negative_control
GGA1,NTC-10,negative_control
GGA2,NTC-10,negative_control
GGA3,NTC-10,negative_control
GGCT,NTC-10,negative_control
GGH,NTC-10,negative_control
GGNBP2,NTC-10,negative_control
GGPS1,NTC-10,negative_control
GGT7,NTC-10,negative_control
GHDC,NTC-10,negative_control
GHITM,NTC-10,negative_control
GID4,NTC-10,negative_control
